file_index,event,is_marley,is_main_track,is_es_interaction,pos_x,pos_y,pos_z,momentum_x,momentum_y,momentum_z,cluster_energy,particle_energy,plane_id,match_id,true_label,prediction_prob,predicted_label
0,18,1,1,0,-27.394585,-365.05563,384.27182,-0.020028042,0.0069851866,0.024831317,40.005566,39.976665,2,0,1,0.9967097,1
0,20,1,1,0,-55.796913,-602.42267,142.90088,0.017400477,0.0036991257,-0.0116031105,10.626569,10.601944,2,1,1,0.9811972,1
0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.8324175,-1.0,2,-1,0,0.9919734,1
0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.9931736,-1.0,2,-1,0,0.99220467,1
0,34,1,1,0,-60.1733,-160.18677,346.05743,0.009242539,0.0088036535,0.00028710495,15.690286,15.5622225,2,2,1,0.9853656,1
0,1,1,1,0,-57.608883,-409.70642,296.44098,-0.0085333865,0.058650587,-0.0047506043,49.350548,40.753056,2,3,1,0.99996984,1
0,1,1,0,0,-57.608883,-409.70642,296.44098,-0.0085333865,0.058650587,-0.0047506043,6.3581395,3.985278,2,-1,0,0.96749777,1
0,1,1,0,0,-57.608883,-409.70642,296.44098,-0.0085333865,0.058650587,-0.0047506043,4.3244996,4.2944446,2,-1,0,0.9769403,1
0,1,1,0,0,-57.608883,-409.70642,296.44098,-0.0085333865,0.058650587,-0.0047506043,4.61582,4.5172224,2,-1,0,0.9701282,1
0,1,1,0,0,-57.608883,-409.70642,296.44098,-0.0085333865,0.058650587,-0.0047506043,4.7892222,4.6444445,2,-1,0,0.9850013,1
0,22,1,1,0,-69.92111,-481.99734,111.06774,0.009839411,-0.010579233,-0.0006012334,16.425438,16.569445,2,4,1,0.99732566,1
0,26,1,1,0,96.18769,-487.72784,361.324,0.014681096,0.017182281,0.005222273,20.215681,9.115833,2,5,1,0.9662252,1
0,15,1,1,0,99.652855,-201.74858,142.26591,0.0057632755,-0.007380265,-0.030581212,13.357333,13.381389,2,6,1,0.9839761,1
0,15,1,0,0,99.652855,-201.74858,142.26591,0.0057632755,-0.007380265,-0.030581212,4.391437,4.4405556,2,-1,0,0.9845724,1
0,15,1,0,0,99.652855,-201.74858,142.26591,0.0057632755,-0.007380265,-0.030581212,12.919215,12.846111,2,-1,0,0.97297883,1
0,15,1,0,0,99.652855,-201.74858,142.26591,0.0057632755,-0.007380265,-0.030581212,3.319389,3.323611,2,-1,0,0.50039035,1
0,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.818438,-1.0,2,-1,0,0.9998872,1
0,33,1,1,0,-109.29879,411.8829,140.08708,0.004021017,0.022293953,0.019149018,32.032192,31.993334,2,7,1,0.98221266,1
0,32,1,0,0,156.41159,39.543827,46.98833,-0.007540704,-0.010354146,0.011791785,3.1678336,3.1494443,2,-1,0,0.83911926,1
0,17,1,1,0,-152.78711,-95.08718,309.3108,0.005027909,-0.004727229,-0.0018763902,6.7945347,6.673611,2,8,1,0.99365175,1
0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.615673,-1.0,2,-1,0,0.9752993,1
0,32,1,1,0,156.41159,39.543827,46.98833,-0.007540704,-0.010354146,0.011791785,13.232626,13.488611,2,9,1,0.9998548,1
0,14,1,0,0,191.9912,-341.32114,39.797237,-0.01464824,-0.025831344,0.020994864,11.042104,11.174167,2,-1,0,0.9967541,1
0,3,1,1,0,-165.48386,-487.36212,255.69337,-0.012902225,0.016396152,0.0074334303,13.279659,13.277778,2,10,1,0.97805357,1
0,35,1,1,0,-166.3256,-528.53424,90.158806,-0.016023563,-0.016215522,0.021931954,18.453318,18.56611,2,11,1,0.9893546,1
0,35,1,0,0,-166.3256,-528.53424,90.158806,-0.016023563,-0.016215522,0.021931954,13.107792,13.025833,2,-1,0,0.9703563,1
