file_index,event,is_marley,is_main_track,is_es_interaction,pos_x,pos_y,pos_z,momentum_x,momentum_y,momentum_z,cluster_energy,particle_energy,plane_id,match_id,true_label,prediction_prob,predicted_label
0,38,1,1,1,-5.887769,488.1939,352.19473,-0.0043190317,0.0028838543,-0.0032902372,6.773611,6.612222,2,0,1,0.9793634,1
0,28,1,1,1,18.708385,9.318565,39.331944,-0.01250021,0.009066613,-0.005085229,14.290597,14.478333,2,1,1,0.9996265,1
0,18,1,1,1,-16.291069,-355.53757,393.77115,-0.006841085,0.0065915715,-0.0007679391,11.508764,11.657778,2,2,1,0.95599,1
0,28,1,0,1,18.708385,9.318565,39.331944,-0.01250021,0.009066613,-0.005085229,5.5645,5.644722,2,-1,0,0.9335431,1
0,36,1,1,1,-23.371807,-60.02252,453.8512,-0.016085034,0.011337085,-0.0046725003,15.519625,15.758889,2,3,1,0.9997476,1
0,36,1,0,1,-23.371807,-60.02252,453.8512,-0.016085034,0.011337085,-0.0046725003,7.1370835,7.11,2,-1,0,0.9789868,1
0,10,1,1,1,-25.892584,-341.5954,348.6927,-0.009355868,0.0031598418,-0.0027107694,12.039438,12.152778,2,4,1,0.99312735,1
0,29,1,1,1,-30.737474,-355.83762,320.15714,-0.017581182,0.009892504,-0.0065878616,21.07006,21.193611,2,5,1,0.9896574,1
0,14,1,1,1,-48.75162,529.6959,330.12277,-0.0028694405,0.003173055,-0.0024127222,5.5855975,5.4194446,2,7,1,0.9981985,1
0,6,1,1,1,-57.002087,-349.0166,356.87778,-0.0063442313,0.0027110395,-0.0015971033,7.8025694,7.8058333,2,8,1,0.9980526,1
0,11,1,1,1,75.08177,-61.44444,24.691378,-0.01092081,0.0068788556,-0.0059621288,7.6378756,7.5469446,2,9,1,0.9751041,1
0,11,1,0,1,75.08177,-61.44444,24.691378,-0.01092081,0.0068788556,-0.0059621288,7.030486,7.032778,2,-1,0,0.9613076,1
0,1,1,1,1,-74.09154,-59.51143,440.50247,-0.0053863013,0.0023528258,-0.0036964086,5.7543893,5.7588887,2,10,1,0.9781108,1
0,35,1,1,1,-75.57922,-579.53406,64.15891,-0.013907733,0.0055885147,-0.0041224533,10.884318,10.894722,2,11,1,0.9990391,1
0,20,1,1,1,-105.86852,170.17392,305.96774,-0.018084751,0.01122276,-0.0063495403,24.366701,24.138056,2,12,1,0.9997328,1
0,17,1,1,1,-126.27135,7.7758036,101.04736,-0.005315043,0.0011268815,-0.0013364052,5.8978753,5.966111,2,13,1,0.97473675,1
0,4,1,1,1,-146.56323,518.573,143.73297,-0.0065074577,0.002348898,-0.0029907643,8.400437,8.353611,2,14,1,0.9893674,1
